TARGET_B,MONTHS_SINCE_ORIGIN,DONOR_AGE,INCOME_GROUP,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PER_CAPITA_INCOME,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_GIFT_COUNT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT
YES,41,42,3,,526,340,9687,8,6,21,15,10,6,12,21,41
YES,53,35,2,3,464,164,9685,9,4,18,19,18,6,13,18,52
YES,65,,5,,1624,380,9685,8,4,19,20,13,6,12,19,65
YES,137,,1,6,419,184,9682,5,2,15,27,9,5,11,15,93
YES,77,47,5,2,351,213,9679,6,3,11,28,19,12,29,6,69
YES,89,52,4,0,686,169,9678,7,4,16,24,16,6,15,16,89
NO,17,55,4,,511,248,9677,1,1,16,6,1,5,12,16,16
YES,77,51,4,4,263,191,9674,4,1,16,23,12,6,12,16,74
NO,125,78,2,1,383,220,9674,9,6,15,32,27,6,15,15,124
NO,89,67,,6,514,173,9673,3,1,18,26,12,6,13,18,86
YES,101,83,5,6,429,201,9672,3,2,15,23,12,5,12,15,90
NO,29,,,,565,249,9672,2,1,21,7,2,4,10,21,32
NO,29,,2,,388,139,9670,3,3,23,11,4,6,12,23,28
YES,137,87,3,2,467,189,9668,3,2,19,33,24,6,13,19,130
YES,41,,,,408,215,9667,6,4,19,13,9,6,14,16,35
YES,41,71,3,6,498,284,9667,2,0,17,15,4,6,12,17,44
YES,65,71,,6,581,349,9667,4,3,16,15,7,6,17,16,64
NO,29,51,5,,581,349,9667,3,2,20,10,5,6,26,20,30
NO,17,53,2,,432,209,9666,1,1,16,6,1,5,11,16,16
NO,89,55,2,6,432,209,9666,3,3,22,24,11,6,14,18,81
YES,77,79,4,1,313,142,9665,2,1,15,14,4,5,13,15,76
NO,41,72,4,,535,188,9664,2,0,18,15,4,6,13,18,44
NO,29,54,3,,414,177,9662,2,1,16,7,2,5,12,16,22
YES,89,47,5,3,1922,284,9661,6,4,21,25,22,6,13,17,79
NO,29,25,7,,454,229,9660,1,1,22,8,2,4,10,22,31
YES,29,50,5,,575,231,9659,2,1,16,8,2,6,12,16,23
YES,29,67,7,,274,170,9658,2,1,19,11,3,6,12,19,28
YES,89,47,5,6,377,234,9657,3,0,18,25,12,6,13,18,81
NO,77,80,1,4,400,237,9655,6,2,17,25,28,6,26,6,74
NO,29,71,1,,856,240,9655,2,2,22,9,2,4,10,22,29
YES,41,,2,,387,203,9654,8,6,16,14,12,4,9,16,44
YES,125,,1,1,453,219,9654,3,1,18,23,13,4,8,18,125
YES,101,73,1,3,453,219,9654,7,5,19,29,23,6,12,18,105
NO,89,48,3,1,448,152,9653,3,1,18,27,27,6,13,18,86
YES,53,57,2,4,349,201,9651,2,0,18,17,5,6,13,18,53
NO,77,,,4,401,226,9648,2,0,18,23,7,6,13,18,77
NO,65,,,,385,183,9647,1,0,15,13,4,2,8,15,65
NO,137,68,2,1,379,194,9644,3,3,17,25,29,4,10,17,128
YES,29,,,,310,243,9642,5,3,16,9,5,6,14,16,24
NO,41,83,2,,456,268,9640,5,3,26,14,7,6,13,18,36
NO,41,71,3,5,325,192,9638,5,2,15,13,6,6,13,15,38
NO,89,43,,1,444,218,9638,3,3,22,24,21,5,11,22,88
YES,29,45,5,,237,236,9638,4,3,16,10,4,6,16,16,29
NO,29,37,2,,467,239,9638,2,1,25,10,2,4,9,25,32
YES,125,,,3,459,240,9637,5,4,19,17,17,4,9,19,118
NO,113,66,3,0,797,205,9636,3,2,21,25,8,6,14,21,104
YES,137,,2,3,520,157,9635,6,4,11,38,46,10,44,4,126
NO,137,83,2,,688,199,9634,5,3,17,28,13,5,12,17,130
YES,137,80,3,,420,225,9634,5,1,19,29,20,4,9,19,126
NO,29,38,3,,420,225,9634,2,1,18,8,2,4,11,18,28
YES,137,72,1,2,575,232,9634,2,1,25,26,12,4,9,25,129
NO,29,,,,471,251,9631,2,1,26,11,3,4,9,26,33
NO,65,85,3,1,460,305,9631,1,0,28,18,6,5,13,27,51
YES,65,71,1,,701,190,9630,5,3,17,14,10,4,8,17,43
YES,113,51,5,1,492,198,9629,7,4,15,25,12,6,14,15,112
NO,137,46,1,5,696,204,9629,6,5,17,29,16,6,14,15,114
NO,137,81,7,2,427,224,9629,1,0,18,11,9,2,8,18,125
NO,29,75,6,,519,248,9629,2,1,17,8,2,4,10,17,32
NO,41,33,2,,448,214,9624,1,1,21,11,2,4,11,21,39
NO,137,71,2,2,441,241,9623,3,1,19,29,19,4,11,19,129
NO,77,,,2,423,216,9621,2,1,26,17,5,5,10,26,74
NO,65,61,5,4,484,186,9619,3,0,18,21,10,6,31,16,64
YES,41,27,2,,316,200,9619,6,3,15,13,7,5,12,15,40
YES,65,68,3,,338,203,9618,6,5,16,21,13,6,13,16,64
YES,29,61,7,,399,211,9617,5,4,15,9,5,5,13,15,28
YES,89,54,,1,184,183,9615,8,5,15,23,20,6,14,15,86
NO,137,85,1,1,478,186,9615,5,3,18,33,35,6,11,18,154
NO,89,53,4,5,404,205,9614,2,1,18,21,6,5,12,18,81
YES,125,,2,4,350,173,9613,2,2,18,29,19,5,12,18,125
NO,41,,,0,471,243,9612,3,2,20,14,4,5,11,20,44
YES,41,,,,397,203,9609,2,0,20,14,3,6,12,20,41
YES,113,82,,1,397,203,9609,1,1,18,28,18,5,12,18,113
NO,89,,3,3,619,209,9609,1,0,27,21,5,4,9,27,78
NO,29,46,2,,491,237,9609,7,5,18,13,9,6,14,18,33
NO,101,76,2,4,415,221,9608,3,0,15,22,10,5,12,15,88
YES,41,53,3,,491,218,9606,3,1,18,12,4,5,11,18,42
YES,29,57,4,,424,215,9603,4,3,16,11,4,6,14,16,28
NO,89,67,2,5,533,266,9603,2,1,23,21,10,5,11,23,85
NO,77,55,5,2,738,221,9598,1,0,18,20,6,6,13,18,76
YES,101,65,7,,576,290,9596,2,1,20,24,16,6,13,20,104
NO,53,67,,0,520,186,9594,3,1,17,17,6,6,15,17,53
NO,29,,3,,539,224,9594,5,2,15,11,5,6,14,15,32
NO,29,,2,,539,224,9594,2,0,18,12,2,6,13,18,32
YES,29,,7,,557,190,9593,1,1,24,6,1,3,8,24,24
YES,137,77,4,5,421,268,9593,4,3,23,28,35,3,5,19,129
NO,77,,1,2,453,199,9591,8,5,16,24,32,6,17,4,81
NO,77,67,1,2,520,217,9591,7,6,16,24,19,6,15,16,74
YES,17,,5,,426,213,9590,1,1,21,6,1,4,10,21,21
NO,137,26,,1,422,194,9589,4,2,23,32,17,6,13,23,130
NO,137,,2,4,294,162,9586,2,1,16,27,15,4,11,16,128
YES,137,67,4,4,324,129,9585,3,0,18,32,15,6,13,18,123
NO,89,58,5,0,584,175,9585,5,2,18,25,14,6,14,18,88
NO,101,69,1,3,425,205,9584,1,0,20,22,8,5,12,18,101
YES,29,49,7,,657,169,9583,2,0,26,9,3,4,8,26,32
YES,113,27,2,,345,195,9583,5,3,17,10,17,3,7,17,113
NO,77,72,2,3,401,234,9580,2,2,16,22,6,5,13,16,76
YES,29,41,5,,354,222,9579,5,2,18,10,5,6,12,18,32
YES,29,50,5,,460,223,9579,4,0,15,10,4,5,11,15,32
NO,137,75,2,1,348,229,9579,6,0,15,33,21,5,12,15,126
NO,137,,1,2,265,246,9578,0,0,,29,11,4,26,26,130
YES,77,,3,5,246,256,9572,7,5,17,24,18,6,13,17,74
NO,125,66,7,1,404,174,9569,9,4,12,39,53,11,35,4,125
YES,113,,6,0,644,191,9569,0,0,,18,9,2,4,27,113
YES,101,75,4,1,359,168,9568,2,2,25,27,12,6,11,25,93
YES,137,72,2,0,318,203,9567,3,2,18,31,29,6,13,18,123
NO,65,80,2,2,372,222,9567,6,4,17,21,15,6,13,15,64
YES,53,37,,1,411,198,9565,3,2,15,15,7,3,9,15,53
YES,29,17,7,,304,249,9565,5,3,18,11,5,6,13,18,33
YES,29,51,4,,504,191,9564,5,3,18,12,6,6,13,18,33
NO,65,37,7,5,504,191,9564,1,0,26,17,4,5,10,26,63
NO,113,,1,0,465,158,9563,3,3,21,28,23,5,11,21,105
NO,29,67,1,,550,162,9558,1,1,23,7,1,3,8,23,23
NO,113,48,4,,379,253,9558,2,1,19,24,14,5,12,19,104
YES,29,,,,561,189,9557,1,1,15,8,3,5,13,15,24
NO,29,,,,249,202,9557,3,1,18,11,3,6,12,18,26
NO,29,,3,,557,270,9557,1,1,24,7,1,4,9,24,24
NO,41,60,4,,557,270,9557,1,0,21,13,3,6,13,21,41
NO,89,,,2,327,218,9551,5,4,16,23,14,6,14,16,87
YES,29,,1,,633,269,9551,0,0,,5,1,4,7,20,20
YES,29,53,4,,355,219,9550,2,0,19,9,3,6,14,19,24
NO,113,,,2,320,158,9548,3,2,15,29,17,10,28,5,104
NO,29,49,4,,368,166,9547,2,1,19,9,3,6,14,18,24
NO,29,40,,,339,205,9547,3,3,17,9,3,6,13,17,23
NO,41,44,6,,579,216,9547,6,4,23,15,9,6,13,18,40
YES,41,71,5,,368,230,9547,5,1,18,16,10,6,28,18,40
NO,41,60,1,,418,223,9546,4,3,20,16,6,6,13,20,40
YES,113,,6,6,683,250,9546,3,1,17,29,15,6,14,17,111
YES,29,,5,,505,205,9545,4,2,6,10,6,8,22,6,23
NO,77,65,3,5,546,261,9544,4,1,16,21,14,6,29,16,68
NO,77,77,4,5,467,218,9543,1,0,29,20,6,6,15,18,69
NO,53,49,3,,421,186,9542,2,1,21,10,3,4,10,21,52
NO,137,68,3,0,398,192,9541,0,0,,29,10,5,29,27,123
NO,41,61,,7,481,192,9540,3,3,20,17,6,6,13,18,44
YES,29,,5,,419,218,9540,4,2,18,10,4,6,16,18,27
YES,137,63,6,6,550,294,9540,3,1,17,24,24,3,7,17,130
NO,113,78,1,5,396,241,9538,2,1,17,26,12,5,8,17,113
NO,77,53,3,4,402,178,9535,1,1,21,19,6,6,13,21,76
YES,137,,3,2,448,192,9533,2,1,16,30,17,5,13,16,127
YES,101,76,4,6,611,289,9529,2,0,19,24,13,5,12,19,100
NO,41,79,1,,515,183,9528,3,3,22,15,7,6,30,19,40
NO,137,59,2,3,448,230,9525,2,2,23,28,21,4,10,23,129
NO,29,64,1,,351,231,9525,3,2,16,8,3,5,14,16,23
YES,113,49,2,0,476,204,9524,6,3,17,28,23,5,10,17,105
NO,125,,6,3,476,204,9524,7,3,15,32,26,6,13,15,125
NO,41,,,7,476,204,9524,13,7,15,17,19,6,13,15,45
NO,41,,2,,397,143,9520,5,3,19,12,8,4,8,17,40
YES,17,43,7,,593,163,9520,1,1,21,8,2,6,12,19,21
NO,29,,,,472,301,9518,6,3,20,11,7,6,12,20,31
YES,89,62,1,3,390,193,9517,5,2,16,21,11,6,13,16,81
YES,113,75,,6,437,184,9516,3,1,15,21,27,4,21,15,103
NO,29,,,,350,201,9516,3,2,18,12,4,6,14,18,32
NO,29,38,2,,313,183,9514,5,2,20,11,5,5,11,20,33
NO,29,69,1,,334,205,9514,5,3,18,10,7,6,12,18,29
NO,125,83,2,6,472,212,9513,2,0,18,30,12,6,29,11,124
YES,77,43,3,,2103,333,9513,1,1,25,18,3,6,11,25,77
NO,41,35,4,,492,214,9509,4,2,17,14,6,6,12,17,44
NO,17,,4,,492,204,9507,1,1,20,6,1,4,10,20,20
NO,41,48,3,,470,188,9501,2,0,17,15,3,6,13,17,40
YES,137,82,2,0,424,192,9497,7,3,19,31,22,6,11,19,116
NO,29,,,,417,198,9496,2,0,26,9,2,5,11,26,31
NO,113,35,,4,417,198,9496,2,1,16,27,8,6,14,16,103
YES,137,74,2,,503,213,9495,3,0,17,28,22,4,11,17,124
YES,65,46,,8,890,463,9493,3,2,17,19,7,6,13,17,56
YES,89,73,2,1,411,199,9491,6,5,23,24,15,6,12,23,78
NO,17,49,5,,347,215,9489,1,0,20,6,1,4,10,20,20
NO,41,43,3,,459,210,9487,4,2,22,15,5,6,13,22,40
NO,41,53,,,414,190,9486,4,3,16,14,6,6,13,16,40
NO,137,47,,8,375,177,9484,1,0,15,31,23,5,12,15,126
NO,53,57,3,1,410,205,9484,1,1,17,16,5,6,13,17,53
NO,137,,,,410,205,9484,2,1,15,29,18,5,12,15,122
NO,137,52,5,1,258,242,9484,5,1,17,33,35,6,13,17,129
NO,41,,2,5,417,197,9483,3,2,20,23,9,11,37,20,43
NO,29,39,2,,429,125,9481,2,0,20,7,2,4,11,20,31
YES,113,,,2,542,220,9481,10,8,17,31,37,6,14,17,111
YES,89,,7,4,232,197,9480,5,3,17,23,14,6,14,15,78
YES,137,62,2,2,389,231,9477,2,1,17,27,36,3,6,17,129
NO,77,55,5,,236,217,9474,1,1,26,17,5,5,10,26,68
YES,17,,,,364,312,9474,2,1,20,8,4,6,13,15,21
YES,137,53,1,3,443,204,9473,1,0,26,32,14,5,10,26,121
NO,77,42,4,5,794,348,9473,3,1,18,22,13,6,13,18,76
YES,125,78,1,0,328,165,9472,2,0,26,27,23,4,22,25,121
YES,101,82,,3,1035,328,9472,9,6,18,25,20,6,12,18,91
YES,17,50,4,,365,98,9470,1,1,17,5,1,4,10,17,17
NO,89,35,3,6,503,253,9470,5,1,15,22,9,6,15,15,89
NO,41,57,1,,386,259,9469,2,1,29,15,4,6,13,18,42
NO,17,51,2,,379,236,9468,1,1,16,5,2,4,12,15,16
NO,17,44,6,,366,285,9464,1,1,17,6,1,5,11,17,17
NO,101,,,5,358,206,9463,1,1,18,18,4,5,13,18,90
YES,65,78,,,360,206,9463,1,1,29,17,7,6,13,17,56
NO,53,,,3,290,276,9463,2,1,18,17,4,6,12,18,52
NO,41,78,3,,342,237,9462,5,2,16,12,7,6,13,16,34
YES,137,,4,1,335,209,9461,2,2,21,32,18,6,12,21,131
NO,137,78,2,6,398,249,9459,9,6,18,20,26,4,9,18,128
NO,89,,2,2,419,194,9456,3,3,24,23,31,5,11,23,81
NO,137,,1,2,419,194,9456,2,1,23,34,20,6,13,23,128
YES,137,57,,0,391,173,9455,5,2,18,32,29,5,12,18,130
YES,77,27,2,4,642,271,9453,3,2,17,17,7,6,13,17,68
NO,113,,4,0,412,206,9452,1,0,26,26,22,4,9,26,104
NO,137,77,,1,412,206,9452,2,2,20,15,12,4,8,20,126
YES,137,,2,4,167,214,9452,6,4,15,19,17,4,9,15,127
YES,17,45,3,,573,250,9452,2,1,16,8,2,6,13,16,19
NO,29,29,3,,496,148,9451,2,1,23,7,2,3,8,23,28
YES,41,65,4,,444,203,9449,3,1,17,13,5,6,13,17,43
YES,29,49,1,,469,192,9448,3,1,18,10,3,6,12,18,32
NO,89,59,3,2,469,192,9448,2,2,21,18,9,6,12,21,85
NO,77,45,1,,469,192,9448,2,0,19,13,5,6,12,19,67
NO,125,61,1,2,469,192,9448,2,1,16,27,13,5,12,16,122
NO,137,59,5,2,356,198,9446,2,1,20,27,10,6,13,20,128
YES,17,52,2,,475,285,9446,1,0,20,6,1,5,10,20,20
YES,137,,5,,423,208,9445,3,1,26,28,21,4,9,26,127
NO,65,32,3,7,840,241,9444,4,2,15,18,7,5,13,15,68
NO,89,,,3,840,241,9444,10,7,15,23,23,6,13,15,78
NO,17,,,,840,241,9444,1,1,21,6,1,4,10,21,21
YES,77,78,5,3,508,193,9443,3,2,22,21,14,6,15,18,74
YES,65,,,3,670,231,9443,3,1,17,17,6,6,13,17,57
NO,137,37,3,,502,238,9443,4,3,15,26,14,5,11,15,126
NO,41,73,1,,524,288,9442,6,2,18,12,6,6,12,18,34
NO,53,,4,3,303,163,9440,8,5,19,14,11,6,14,19,53
NO,41,30,4,,334,282,9438,2,2,18,14,4,6,12,18,41
YES,137,78,5,2,402,162,9434,4,2,18,24,28,4,8,18,130
NO,137,39,3,1,273,217,9431,4,3,15,31,35,6,13,15,128
NO,137,62,5,1,516,217,9429,3,1,15,31,18,5,12,15,127
YES,89,,1,5,496,234,9429,2,2,21,21,21,5,11,21,80
NO,65,,,4,458,228,9428,7,4,16,20,13,6,15,15,64
NO,125,,3,1,264,179,9427,2,2,22,32,17,6,13,22,124
NO,53,80,2,,353,183,9426,2,0,19,14,4,5,11,19,53
YES,89,65,7,5,688,175,9422,8,7,17,22,14,6,13,17,85
NO,101,,7,3,437,241,9422,3,3,24,27,13,6,11,24,93
NO,77,67,5,0,416,209,9420,1,0,26,22,5,5,10,26,75
NO,29,,3,,475,249,9417,1,1,24,6,1,3,7,24,24
NO,113,49,5,5,399,179,9416,5,3,15,27,18,6,15,15,111
NO,29,47,7,,410,186,9415,4,2,15,11,4,6,16,15,27
NO,41,,6,,463,176,9414,1,1,18,9,2,4,11,18,41
NO,137,,,8,451,201,9414,4,0,26,34,18,5,12,26,114
NO,41,,1,,379,185,9412,6,5,15,17,10,6,17,15,44
NO,53,75,2,5,491,272,9408,5,3,18,19,12,6,28,18,52
NO,77,51,4,2,421,172,9402,3,2,24,24,12,6,12,24,77
YES,137,84,,1,394,228,9401,5,4,16,33,20,6,14,16,127
YES,65,,,1,1429,260,9400,2,1,24,17,6,7,27,5,64
YES,29,,5,,442,218,9399,2,2,23,9,2,4,10,23,29
YES,137,,,1,442,218,9399,1,0,26,23,6,4,9,26,116
YES,89,,,1,241,164,9397,2,2,17,23,15,6,14,15,81
YES,65,78,2,0,152,152,9395,1,1,17,15,3,6,12,17,56
NO,89,43,2,9,1150,192,9394,2,1,19,25,5,6,13,19,89
YES,101,78,5,1,354,207,9393,5,4,18,19,9,6,14,18,89
NO,65,65,4,0,310,110,9392,0,0,,16,4,5,26,26,56
YES,113,77,5,3,367,179,9389,7,6,17,28,18,6,16,17,104
NO,65,49,,6,367,179,9389,3,1,19,19,9,6,14,19,64
NO,29,,,,367,179,9389,5,3,15,9,5,5,11,15,27
NO,137,,1,3,367,179,9389,5,1,19,34,28,6,13,18,128
YES,89,73,5,1,413,196,9389,4,3,23,23,12,5,11,23,88
NO,77,78,,3,442,202,9389,1,0,15,20,6,5,14,15,76
NO,65,63,2,3,627,281,9388,1,0,19,14,4,4,10,19,63
NO,113,51,4,3,433,216,9386,3,2,16,29,20,5,12,16,112
NO,41,55,4,,625,297,9386,3,2,24,11,3,4,9,24,35
NO,65,51,,1,349,187,9385,3,1,15,18,7,5,12,15,65
YES,77,52,5,2,560,220,9385,2,1,22,15,4,6,15,22,65
NO,137,64,3,2,263,254,9384,0,0,,26,7,5,13,26,123
NO,65,,1,2,390,236,9382,2,0,18,17,5,6,13,18,65
NO,17,62,3,,515,247,9382,1,1,21,5,1,3,8,21,21
NO,137,7,1,1,352,213,9381,4,4,16,27,19,5,13,16,103
YES,125,53,1,1,320,148,9379,3,1,19,16,12,4,8,19,123
YES,17,,,,476,200,9379,3,1,16,13,4,11,25,8,21
NO,89,51,4,1,455,143,9378,2,1,27,18,6,4,9,27,81
NO,65,,,7,375,189,9376,4,3,15,19,10,6,14,15,56
NO,101,54,,3,375,189,9376,2,1,19,20,6,6,13,19,91
YES,89,72,3,2,382,142,9374,1,1,21,20,6,5,11,21,81
YES,125,64,2,3,321,225,9372,1,1,19,27,17,4,11,19,121
YES,137,,,,371,242,9371,5,1,15,42,29,10,38,6,128
NO,113,,,1,424,217,9370,4,3,17,26,16,6,13,17,105
YES,41,72,4,,505,185,9368,1,0,19,10,2,4,10,19,38
NO,65,,,4,505,185,9368,5,2,15,16,11,5,13,15,53
YES,89,68,4,0,617,221,9366,4,4,17,20,9,5,9,17,89
NO,29,58,1,,333,234,9366,1,1,26,7,1,3,7,26,26
NO,125,79,,3,333,234,9366,3,1,16,23,17,3,7,16,119
NO,77,79,2,,572,224,9363,6,4,17,21,13,8,18,7,76
NO,137,40,1,2,450,203,9362,5,1,24,34,32,6,12,24,129
YES,65,,3,,1936,353,9361,2,0,18,16,11,7,22,9,65
YES,29,51,3,,302,202,9358,3,1,18,9,3,6,12,18,24
NO,29,65,1,,423,174,9356,2,1,21,8,2,4,10,21,31
YES,137,46,,4,410,167,9355,3,1,19,28,26,5,32,6,123
NO,29,48,,,258,174,9355,5,1,15,12,5,6,14,15,32
NO,53,33,2,5,497,225,9352,2,0,15,12,4,3,9,15,52
NO,29,,3,,481,206,9350,2,2,17,9,2,6,14,17,24
YES,101,80,1,,542,199,9349,3,2,18,21,9,6,13,18,91
NO,29,47,5,,402,198,9347,3,1,15,9,3,5,12,15,28
NO,41,27,3,,477,227,9346,5,4,17,14,6,6,13,17,41
YES,89,,,,439,255,9346,0,0,,16,5,4,11,19,89
NO,29,49,5,,252,161,9345,2,2,21,10,3,5,11,21,33
NO,137,83,1,1,297,182,9345,5,3,18,33,29,6,13,18,129
NO,65,,,,329,185,9344,4,4,17,18,11,6,14,17,56
YES,125,85,2,2,340,180,9343,1,1,24,39,24,7,15,9,119
NO,17,,,,635,221,9343,1,1,16,6,1,5,12,16,16
NO,41,,1,,416,261,9342,5,3,18,14,6,6,13,18,41
NO,101,,5,3,376,232,9339,4,2,18,23,10,6,14,18,91
YES,41,59,7,,365,215,9330,1,0,19,11,3,5,12,16,39
NO,17,67,2,,359,178,9327,1,1,17,6,1,5,11,17,17
NO,17,,5,,359,178,9327,1,1,20,5,1,3,9,20,20
NO,29,49,4,,339,221,9326,1,1,23,7,1,3,8,23,23
YES,29,,,,331,165,9324,5,4,18,13,6,6,12,18,33
YES,17,,,,311,219,9321,1,1,17,5,1,4,10,17,17
NO,113,73,2,,619,261,9319,3,1,17,26,10,6,13,17,113
YES,29,,,,396,195,9318,2,2,15,9,3,6,13,15,24
NO,77,33,,3,499,184,9317,2,0,18,23,8,6,13,18,75
YES,17,75,5,,512,190,9317,1,1,21,6,1,3,8,21,21
NO,113,66,1,0,563,243,9317,3,2,15,28,24,6,29,15,105
YES,89,,,,684,345,9317,4,2,16,21,10,6,12,16,88
YES,41,71,1,,719,205,9311,2,0,17,14,3,6,12,17,40
YES,137,70,4,2,614,196,9308,3,2,15,32,77,5,29,15,160
NO,101,77,1,3,445,194,9307,5,3,19,23,17,6,13,17,93
NO,89,64,2,,504,224,9307,1,1,19,17,4,6,13,19,88
NO,137,68,,3,499,266,9304,3,1,18,28,14,4,13,18,130
NO,77,,2,0,423,129,9301,4,3,15,22,16,5,11,15,69
YES,65,70,,9,538,121,9299,4,3,20,22,13,4,8,20,63
YES,89,79,2,3,354,179,9297,3,2,17,19,7,6,13,17,81
YES,137,71,3,4,220,181,9296,6,2,15,33,22,7,17,8,125
YES,137,64,6,3,553,306,9296,2,2,15,27,12,3,10,15,114
NO,41,83,1,1,408,157,9295,4,3,17,15,5,6,12,17,44
NO,77,,5,6,390,230,9293,1,0,18,18,5,5,11,18,75
YES,89,,,2,374,223,9291,5,3,18,25,28,6,17,18,81
YES,29,75,1,,551,138,9290,3,3,21,11,3,6,13,21,28
YES,101,55,4,2,483,198,9290,8,4,13,37,24,11,27,9,92
YES,137,67,4,2,483,198,9290,4,1,15,34,30,6,13,15,125
NO,77,,3,2,432,187,9289,3,2,23,22,13,6,13,18,76
YES,29,,4,,402,209,9289,4,3,16,9,4,5,12,16,28
YES,29,73,1,,240,202,9288,10,6,18,13,11,6,14,18,33
YES,41,51,5,,354,250,9288,7,5,19,15,10,6,12,19,44
YES,17,,,,2250,209,9286,1,1,21,5,1,3,8,21,21
YES,89,,5,3,452,193,9283,7,5,19,23,20,6,13,19,87
YES,137,81,7,,452,193,9283,2,2,21,25,25,4,12,21,129
YES,101,,2,2,401,202,9283,8,6,17,27,34,6,13,15,93
NO,29,,,,363,277,9283,1,0,19,5,1,4,10,19,19
NO,17,73,2,,447,242,9280,1,1,16,5,1,4,10,16,16
NO,41,32,7,0,273,184,9279,1,0,26,15,2,5,10,26,44
YES,113,52,,3,359,205,9279,2,1,21,23,7,6,13,19,104
YES,137,79,2,0,779,215,9279,8,6,17,33,27,5,12,17,129
NO,77,60,5,5,514,208,9275,1,0,24,16,4,4,9,24,76
YES,41,,,,373,180,9273,2,0,19,14,3,6,13,19,43
NO,113,,3,1,376,188,9273,1,1,24,26,11,5,27,4,105
NO,77,73,1,1,348,207,9272,3,0,15,23,8,6,13,15,75
NO,65,45,2,,453,223,9272,4,2,17,20,15,6,36,4,63
NO,65,56,3,,408,163,9269,2,0,18,15,5,6,12,18,65
NO,113,55,5,1,415,210,9267,2,2,24,26,6,6,12,24,113
NO,77,,,1,417,183,9266,4,3,17,24,17,6,13,16,75
YES,17,,2,,481,172,9264,1,1,17,5,1,4,10,17,17
NO,89,70,1,2,468,231,9263,2,1,24,24,19,6,15,18,89
NO,29,58,5,,468,231,9263,5,1,16,8,5,6,15,16,32
NO,17,40,1,,454,246,9263,1,1,17,6,1,5,12,17,17
NO,77,33,5,2,452,259,9261,4,3,18,23,11,6,12,18,68
NO,29,,,,395,201,9254,4,2,17,12,7,6,14,15,33
NO,89,62,4,6,711,211,9253,5,2,19,23,13,6,13,19,79
NO,17,,2,,377,148,9250,1,0,20,5,1,4,10,20,20
YES,77,59,1,2,216,211,9250,4,2,21,23,16,6,13,18,74
YES,89,83,3,0,152,160,9249,5,1,16,9,12,4,7,15,81
YES,32,,1,,206,229,9248,3,1,18,13,3,6,15,18,32
NO,29,57,2,,458,211,9245,1,1,23,6,1,4,10,23,23
NO,89,30,3,2,488,237,9245,1,0,26,20,6,4,9,26,86
YES,29,39,4,,488,211,9244,4,0,15,11,6,5,12,15,32
NO,41,42,5,2,508,229,9244,2,1,21,16,3,6,13,21,45
NO,137,81,2,,357,197,9241,3,2,18,31,61,6,14,18,164
YES,137,75,1,0,182,171,9240,3,1,21,34,15,6,12,21,112
NO,89,,3,5,355,221,9240,2,0,18,19,6,4,10,18,81
YES,125,72,1,,513,210,9233,7,4,18,28,17,6,11,18,125
NO,77,65,1,0,357,263,9228,1,1,16,21,6,6,14,16,77
NO,65,,,7,381,203,9227,2,0,19,17,6,6,14,19,57
NO,17,,1,,167,132,9226,1,0,18,5,1,4,10,18,18
NO,65,51,2,2,401,247,9226,3,1,19,21,13,6,13,19,64
NO,101,35,4,5,348,253,9222,1,0,18,20,14,4,12,18,92
NO,137,77,1,1,436,177,9219,4,4,17,31,18,6,13,17,126
NO,53,68,1,0,243,199,9218,6,3,19,17,10,6,14,17,52
YES,29,83,2,,329,211,9216,2,1,19,9,2,6,12,19,24
NO,29,77,2,,329,211,9216,3,1,18,11,3,4,10,18,33
NO,29,63,1,,485,206,9214,5,1,15,7,6,5,11,15,30
NO,29,47,3,,322,164,9213,3,1,20,11,3,6,13,20,33
NO,29,65,2,,230,188,9211,3,2,15,9,3,2,8,15,33
NO,137,,3,,469,187,9209,4,2,17,27,19,5,14,14,124
NO,137,80,2,1,411,224,9209,2,2,24,38,37,8,18,24,192
NO,53,55,4,3,356,206,9208,4,1,17,15,6,6,14,17,53
YES,89,83,,0,473,216,9206,8,6,17,25,32,6,12,17,80
NO,17,57,,,512,183,9205,1,1,21,5,1,3,8,21,21
NO,77,,2,1,364,226,9203,8,5,24,22,24,5,10,24,67
YES,29,50,,,1428,301,9201,0,0,,6,1,4,10,23,23
NO,125,83,,2,328,198,9196,5,2,15,38,15,11,24,15,121
NO,17,60,6,,328,198,9196,1,1,16,5,1,4,11,16,16
NO,17,,,,423,201,9195,1,1,17,5,1,4,10,17,17
NO,29,53,,,327,157,9193,5,2,16,11,5,6,12,16,33
NO,89,61,1,1,455,191,9192,1,1,24,23,6,6,13,17,86
YES,17,22,3,,357,205,9192,1,0,19,6,1,4,11,19,19
NO,77,,1,1,281,222,9191,3,1,17,20,10,6,13,17,77
YES,29,31,3,,988,169,9190,4,3,20,10,4,6,12,20,31
NO,137,,5,3,392,182,9190,3,1,16,15,15,3,6,16,121
YES,29,49,4,,237,194,9190,2,0,18,8,2,4,11,18,30
